Days,Relation
3676,12.8557
3677,12.8026
3678,12.6658
3679,12.5969
3680,12.6558
3681,12.8399
3682,12.9862
3683,12.9739
3684,12.9253
3685,12.8105
3686,12.7234
3687,12.698
3688,12.9331
3689,12.8979
3690,12.8121
3691,12.9449
3692,12.8896
3693,12.8793
3694,12.9288
3695,13.0587
3696,13.0437
3697,13.0659
3698,12.9226
3699,12.8241
3700,12.7489
3701,12.7646
3702,12.7243
3703,12.6692
3704,12.7291
3705,12.7698
3706,12.7364
3707,12.6884
3708,12.6664
3709,12.6478
3710,12.7388
3711,12.772
3712,12.9412
3713,12.9018
3714,12.8549
3715,12.9295
3716,12.9975
3717,13.0098
3718,12.8699
3719,12.9395
3720,13.0687
3721,13.1753
3722,13.164
3723,13.0836
3724,13.0601
3725,13.0609
3726,12.9764
3727,12.942
3728,12.8683
3729,12.8781
3730,12.8442
3731,12.8337
3732,12.8017
3733,12.8584
3734,12.8539
3735,12.8503
3736,12.7769
3737,12.7454
3738,12.7259
3739,12.69
3740,12.7182
3741,12.6557
3742,12.6618
3743,12.6574
3744,12.6028
3745,12.6192
3746,12.5527
3747,12.5254
3748,12.4892
3749,12.4729
3750,12.5796
3751,12.6052
3752,12.5284
3753,12.5381
3754,12.5009
3755,12.5426
3756,12.464
3757,12.4145
3758,12.3306
3759,12.2658
3760,12.2454
3761,12.2218
3762,12.2488
3763,12.1997
3764,12.1808
3765,12.2122
3766,12.1827
3767,12.1934
3768,12.2356
3769,12.3064
3770,12.2188
3771,12.1896
3772,12.2405
3773,12.1973
3774,12.1575
3775,12.2278
3776,12.3698
3777,12.2465
3778,12.2626
3779,12.2605
3780,12.4288
3781,12.6635
3782,12.7884
3783,12.9179
3784,12.5297
3785,12.5025
3786,12.4351
3787,12.3501
3788,12.5684
3789,12.6926
3790,12.5787
3791,12.9138
3792,13.1412
3793,13.0338
3794,12.9588
3795,13.1819
3796,12.9955
3797,12.8846
3798,12.8589
3799,12.9146
3800,12.9012
3801,12.8625
3802,12.7644
3803,12.8603
3804,12.9202
3805,12.9288
3806,12.8093
3807,12.7441
3808,12.6748
3809,12.5974
3810,12.6001
3811,12.5878
3812,12.5925
3813,12.54
3814,12.4604
3815,12.5246
3816,12.6984
3817,12.7141
3818,12.7042
3819,12.6567
3820,12.8394
3821,12.8441
3822,13.0325
3823,13.059
3824,13.0953
3825,12.9308
3826,12.8975
3827,12.8232
3828,12.7859
3829,12.8233
3830,12.714
3831,12.7176
3832,12.7795
3833,12.9013
3834,12.9162
3835,12.8549
3836,12.7798
3837,12.756
3838,12.7749
3839,12.6975
3840,12.6469
3841,12.6798
3842,12.7038
3843,12.6455
3844,12.5728
3845,12.6048
3846,12.5535
3847,12.5367
3848,12.655
3849,12.6461
3850,12.6927
3851,12.7432
3852,12.7258
3853,12.7256
3854,12.6458
3855,12.5944
3856,12.6073
3857,12.7226
3858,12.7683
3859,12.8492
3860,12.936
3861,13.0453
3862,12.984
3863,13.0148
3864,13.1367
3865,13.1676
3866,13.0538
3867,13.055
3868,12.9526
3869,12.9395
3870,13.0566
3871,13.0034
3872,12.9853
3873,12.9616
3874,12.8729
3875,12.8355
3876,12.7793
3877,12.7623
3878,12.7594
3879,12.6886
3880,12.6422
3881,12.5491
3882,12.5168
3883,12.5011
3884,12.4801
3885,12.5998
3886,12.5511
3887,12.5875
3888,12.5099
3889,12.4779
3890,12.5277
3891,12.4895
3892,12.4224
3893,12.432
3894,12.3683
3895,12.4101
3896,12.4276
3897,12.4135
3898,12.4818
3899,12.4117
3900,12.3613
3901,12.3877
3902,12.3205
3903,12.3859
3904,12.4776
3905,12.4023
3906,12.3387
3907,12.3452
3908,12.3041
3909,12.2381
3910,12.2055
3911,12.2483
3912,12.2068
3913,12.2714
3914,12.2596
3915,12.2626
3916,12.4353
3917,12.3783
3918,12.2924
3919,12.2996
3920,12.309
3921,12.4577
3922,12.3912
3923,12.3669
3924,12.489
3925,12.5538
3926,12.4664
3927,12.3967
3928,12.3546
3929,12.3597
3930,12.3884
3931,12.4123
3932,12.4484
3933,12.4586
3934,12.4617
3935,12.3869
3936,12.3703
3937,12.3963
3938,12.4505
3939,12.4345
3940,12.417
3941,12.372
3942,12.3379
3943,12.3332
3944,12.3459
3945,12.3653
3946,12.3567
3947,12.3571
3948,12.3817
3949,12.3496
3950,12.2574
3951,12.2619
3952,12.2064
3953,12.2256
3954,12.2369
3955,12.2542
3956,12.1907
3957,12.0757
3958,12.1028
3959,12.0871
3960,12.0299
3961,12.0261
3962,12.0744
3963,12.0903
3964,12.0482
3965,12.0516
3966,12.0856
3967,12.0408
3968,12.0239
3969,12.1214
3970,12.1519
3971,12.017
3972,12.019
3973,12.0499
3974,11.9946
3975,11.9937
3976,12.0432
3977,12.0937
3978,12.0635
3979,12.0461
3980,12.114
3981,12.0957
3982,12.0483
3983,12.0172
3984,12.0558
3985,12.0917
3986,12.19
3987,12.173
3988,12.1235
3989,12.1062
3990,12.0929
3991,12.0981
3992,12.0368
3993,12.0064
3994,12.017
3995,12.0254
3996,11.968
3997,11.9755
3998,11.9441
3999,11.9235
4000,12.0171
4001,12.071
4002,12.0925
4003,12.0615
4004,11.9885
4005,12.0004
4006,11.9555
4007,11.9505
4008,11.959
4009,11.9678
4010,11.9219
4011,11.9084
4012,11.8412
4013,11.8533
4014,11.8322
4015,11.7836
4016,11.7931
4017,11.7421
4018,11.7447
4019,11.8266
4020,11.7907
4021,11.7679
4022,11.709
4023,11.7783
4024,11.6925
4025,11.6252
4026,11.6294
4027,11.5824
4028,11.5868
4029,11.5428
4030,11.5278
4031,11.5023
4032,11.5665
4033,11.6214
4034,11.6934
4035,11.609
4036,11.641
4037,11.6009
4038,11.6075
4039,11.6656
4040,11.7219
4041,11.7094
4042,11.766
4043,11.7234
4044,11.6588
4045,11.6467
4046,11.7292
4047,11.7032
4048,11.6948
4049,11.6956
4050,11.6256
4051,11.6123
4052,11.578
4053,11.6277
4054,11.6739
4055,11.6689
4056,11.6983
4057,11.7196
4058,11.8001
4059,11.7965
4060,11.8686
4061,11.868
4062,11.7982
4063,11.8751
4064,11.9591
4065,11.9006
4066,11.8916
4067,11.813
4068,11.7789
4069,11.8816
4070,11.8822
4071,11.8938
4072,11.8389
4073,11.7748
4074,11.723
4075,11.6368
4076,11.5925
4077,11.6194
4078,11.6544
4079,11.5738
4080,11.6337
4081,11.7274
4082,11.7867
4083,11.717
4084,11.701
4085,11.7178
4086,11.7877
4087,11.6964
4088,11.6638
4089,11.6174
4090,11.6393
4091,11.6641
4092,11.6172
4093,11.6527
4094,11.6821
4095,11.7425
4096,11.7514
4097,11.7657
4098,11.8473
4099,11.9523
4100,11.9794
4101,12.1845
4102,12.371
4103,12.3221
4104,12.3899
4105,12.2992
4106,12.2424
4107,12.2631
4108,12.1651
4109,12.3685
4110,12.2386
4111,12.2948
4112,12.3357
4113,12.3952
4114,12.4259
4115,12.4953
4116,12.4148
4117,12.4838
4118,12.348
4119,12.2616
4120,12.3735
4121,12.5353
4122,12.5102
4123,12.4661
4124,12.4956
4125,12.6324
4126,12.7687
4127,12.8994
4128,12.9646
4129,12.9127
4130,13.186
4131,13.1669
4132,13.4045
4133,13.8917
4134,13.7788
4135,13.6677
4136,13.3414
4137,13.4217
4138,13.4567
4139,13.7994
4140,13.8967
4141,13.9714
4142,13.6675
4143,13.5341
4144,13.3143
4145,13.2751
4146,13.3266
4147,13.2213
4148,13.3647
4149,13.2711
4150,13.2952
4151,13.4445
4152,13.3733
4153,13.6628
4154,13.5996
4155,13.4889
4156,13.4459
4157,13.4914
4158,13.1973
4159,13.1132
4160,13.1802
4161,13.6282
4162,13.4128
4163,13.4698
4164,13.4504
4165,13.3852
4166,13.5252
4167,13.5622
4168,13.4165
4169,13.5122
4170,13.5672
4171,13.5847
4172,13.6375
4173,13.7033
4174,13.9812
4175,14.1291
4176,14.1778
4177,14.2443
4178,14.0344
4179,13.9538
4180,13.61
4181,13.5894
4182,13.5488
4183,13.4786
4184,13.497
4185,13.5118
4186,13.6569
4187,13.6406
4188,13.7714
4189,13.9412
4190,13.823
4191,13.845
4192,13.8542
4193,13.772
4194,13.8526
4195,13.8169
4196,13.8163
4197,13.8483
4198,13.9658
4199,13.9904
4200,13.9787
4201,13.9476
4202,13.9342
4203,13.6882
4204,13.7144
4205,13.7409
4206,13.7228
4207,13.7437
4208,13.6204
4209,13.6592
4210,13.5982
4211,13.6263
4212,13.5401
4213,13.4621
4214,13.3267
4215,13.2516
4216,13.224
4217,13.1383
4218,13.1712
4219,13.1319
4220,12.9325
4221,12.9504
4222,13.0063
4223,13.0077
4224,12.89
4225,12.8038
4226,12.712
4227,12.6472
4228,12.6833
4229,12.72
4230,12.7857
4231,12.7392
4232,12.7753
4233,12.7658
4234,12.8822
4235,12.7856
4236,12.6793
4237,12.7408
4238,12.8296
4239,12.8294
4240,12.8675
4241,12.8779
4242,12.8575
4243,12.7891
4244,12.7764
4245,12.7723
4246,12.8339
4247,12.9777
4248,12.9469
4249,12.784
4250,12.6299
4251,12.715
4252,12.6336
4253,12.6719
4254,12.6591
4255,12.6645
4256,12.6935
4257,12.6833
4258,12.833
4259,12.8035
4260,12.6795
4261,12.6706
4262,12.8039
4263,12.8489
4264,12.8093
4265,12.7691
4266,12.7317
4267,12.8155
4268,12.9902
4269,13.1568
4270,13.1324
4271,13.0736
4272,13.1458
4273,13.2168
4274,13.0816
4275,13.1322
4276,13.2288
4277,13.1171
4278,13.2087
4279,13.1392
4280,13.1667
4281,13.2093
4282,13.0141
4283,12.9942
4284,12.9629
4285,12.9725
4286,13.1344
4287,13.1659
4288,13.3374
4289,13.515
4290,13.447
4291,13.4929
4292,13.6739
4293,13.7302
4294,13.7747
4295,13.7994
4296,13.7809
4297,13.7935
4298,13.7203
4299,14.0335
4300,14.004
4301,14.0156
4302,13.9439
4303,13.9169
4304,14.0749
4305,14.3047
4306,14.3949
4307,14.2443
4308,14.2319
4309,14.1116
4310,13.9355
4311,14.0351
4312,13.9625
4313,14.006
4314,13.97
4315,13.9974
4316,13.9115
4317,13.9154
4318,13.7033
4319,13.7257
4320,13.7668
4321,13.849
4322,13.9542
4323,13.8616
4324,13.6652
4325,13.653
4326,13.4084
4327,13.397
4328,13.3174
4329,13.3617
4330,13.3508
4331,13.4925
4332,13.4533
4333,13.2924
4334,13.3241
4335,13.4795
4336,13.3449
4337,13.2832
4338,13.2226
4339,13.1201
4340,13.1921
4341,13.2928
4342,13.5218
4343,13.6796
4344,13.6541
4345,13.4425
4346,13.2837
4347,13.2644
4348,13.2833
4349,13.2867
4350,13.3927
4351,13.1357
4352,13.0708
4353,13.1849
4354,13.1891
4355,13.1188
4356,13.1094
4357,13.1474
4358,13.1311
4359,13.1639
4360,13.143
4361,13.1745
4362,13.1261
4363,13.0854
4364,13.1762
4365,13.1284
4366,13.176
4367,13.1703
4368,13.1847
4369,13.2746
4370,13.4172
4371,13.2571
4372,13.191
4373,13.1793
4374,13.1221
4375,13.0483
4376,12.9976
4377,12.9921
4378,12.9992
4379,13.0305
4380,12.9749
4381,12.7458
4382,12.7492
4383,12.8192
4384,12.8235
4385,12.9042
4386,12.8376
4387,12.9123
4388,12.8233
4389,12.917
4390,12.8521
4391,12.8695
4392,12.8178
4393,12.8375
4394,12.8528
4395,12.7589
4396,12.6987
4397,12.8426
4398,12.868
4399,12.9119
4400,12.8792
4401,12.8901
4402,12.8188
4403,12.8077
4404,12.7981
4405,12.8299
4406,12.8551
4407,12.8571
4408,12.9759
4409,12.9839
4410,12.9669
4411,13.0112
4412,13.09
4413,13.0498
4414,13.0911
4415,13.0387
4416,13.0449
4417,12.9769
4418,13.0432
4419,13.1168
4420,13.1789
4421,13.1975
4422,13.2284
4423,13.2353
4424,13.2522
4425,13.2063
4426,13.0245
4427,13.0395
4428,13.0188
4429,12.9799
4430,12.9984
4431,12.9861
4432,13.0372
4433,12.9617
4434,12.9268
4435,12.9335
4436,12.96
4437,12.9284
4438,12.9102
4439,12.8469
4440,12.7964
4441,12.7584
4442,12.7869
4443,12.7768
4444,12.7624
4445,12.7236
4446,12.7327
4447,12.7777
4448,12.8991
4449,12.9764
4450,13.0058
4451,13.0101
4452,12.988
4453,12.9658
4454,12.7488
4455,12.743
4456,12.7597
4457,12.7679
4458,12.8015
4459,12.7503
4460,12.6555
4461,12.6478
4462,12.6533
4463,12.6526
4464,12.6305
4465,12.5868
4466,12.6555
4467,12.7098
4468,12.6817
4469,12.6616
4470,12.6286
4471,12.6993
4472,12.7802
4473,12.7134
4474,12.7408
4475,12.7094
4476,12.6377
4477,12.6294
4478,12.6664
4479,12.7105
4480,12.7307
4481,12.7706
4482,12.7364
4483,12.7116
4484,12.6982
4485,12.6866
4486,12.6959
4487,12.6873
4488,12.6694
4489,12.7699
4490,12.7517
4491,12.7028
4492,12.868
4493,12.8322
4494,12.7795
4495,12.8012
4496,12.7814
4497,12.7355
4498,12.7345
4499,12.7839
4500,12.6684
4501,12.5308
4502,12.4641
4503,12.3967
4504,12.4545
4505,12.439
4506,12.4339
4507,12.3909
4508,12.3841
4509,12.3724
4510,12.3579
4511,12.3546
4512,12.3612
4513,12.3438
4514,12.2728
4515,12.3266
4516,12.3197
4517,12.2383
4518,12.1588
4519,12.1304
4520,12.114
4521,12.0691
4522,12.0824
4523,12.1729
4524,12.1668
4525,12.237
4526,12.2479
4527,12.2254
4528,12.3227
4529,12.2492
4530,12.2768
4531,12.1231
4532,12.155
4533,12.1326
4534,12.1456
4535,12.1756
4536,12.0851
4537,12.1074
4538,12.0733
4539,12.0393
4540,11.9807
4541,12.1094
4542,12.1448
4543,12.1485
4544,12.2313
4545,12.2378
4546,12.3177
4547,12.3258
4548,12.3414
4549,12.3113
4550,12.4764
4551,12.5219
4552,12.4831
4553,12.5275
4554,12.6328
4555,12.7781
4556,12.8035
4557,12.7882
4558,12.7317
4559,12.8167
4560,12.9079
4561,12.7173
4562,12.8572
4563,12.8846
4564,12.8442
4565,12.7812
4566,12.6916
4567,12.737
4568,12.88
4569,12.8695
4570,13.4015
4571,13.4041
4572,13.3966
4573,13.2424
4574,13.1884
4575,13.0235
4576,13.0279
4577,12.9131
4578,12.985
4579,13.0377
4580,12.8902
4581,13.0567
4582,12.9267
4583,12.8654
4584,12.9494
4585,12.8599
4586,12.8234
4587,12.7387
4588,12.6299
4589,12.5455
4590,12.4976
4591,12.5499
4592,12.5054
4593,12.5093
4594,12.633
4595,12.6468
4596,12.7091
4597,12.7321
4598,12.7635
4599,12.8464
4600,12.8068
4601,12.6904
4602,12.6759
4603,12.6445
4604,12.6989
4605,12.646
4606,12.5889
4607,12.5666
4608,12.7545
4609,12.7255
4610,12.8625
4611,12.8722
4612,13.0124
4613,13.0064
4614,13.1424
4615,13.1486
4616,12.9979
4617,13.109
4618,13.3366
4619,13.2539
4620,13.3104
4621,13.3415
4622,13.307
4623,13.4394
4624,13.3065
4625,13.4079
4626,13.2413
4627,13.1471
4628,13.1119
4629,13.0938
4630,13.0854
4631,13.054
4632,12.9241
4633,12.9687
4634,12.7179
4635,12.7685
4636,12.7846
4637,12.8754
4638,12.953
4639,13.0119
4640,13.145
4641,13.1747
4642,13.1294
4643,13.1593
4644,13.2663
4645,13.0976
4646,13.0959
4647,13.1417
4648,13.2126
4649,13.0913
4650,13.0514
4651,13.0492
4652,12.9725
4653,12.8816
4654,12.7717
4655,12.7988
4656,12.9314
4657,12.8713
4658,12.9433
4659,12.9916
4660,12.8693
4661,12.8948
4662,12.8903
4663,12.864
4664,13.0067
4665,13.0789
4666,12.9869
4667,13.1341
4668,13.1388
4669,13.1912
4670,13.2412
4671,13.2314
4672,13.1879
4673,13.103
4674,13.0173
4675,12.9524
4676,12.8869
4677,12.9697
4678,13.0617
4679,13.0223
4680,13.0267
4681,13.0745
4682,13.0925
4683,13.0836
4684,13.1101
4685,13.2041
4686,13.2372
4687,13.0826
4688,13.0057
4689,12.9299
4690,12.8612
4691,12.8574
4692,12.9342
4693,12.9515
4694,12.9439
4695,12.9575
4696,12.9937
4697,12.973
4698,12.9574
4699,12.961
4700,13.02
4701,13.0547
4702,13.0765
4703,13.0652
4704,13.0843
4705,13.1011
4706,13.0911
4707,13.0905
4708,13.0337
4709,13.0846
4710,13.1403
4711,13.0065
4712,12.9889
4713,13.0956
4714,13.1689
4715,13.2907
4716,13.2737
4717,13.242
4718,13.2984
4719,13.3194
4720,13.3722
4721,13.493
4722,13.4408
4723,13.3104
4724,13.3671
4725,13.3207
4726,13.3769
4727,13.3928
4728,13.3705
4729,13.2211
4730,13.3285
4731,13.3134
4732,13.2916
4733,13.3056
4734,13.332
4735,13.2477
4736,13.1949
4737,13.2261
4738,13.2714
4739,13.2913
4740,13.2704
4741,13.209
4742,13.2248
4743,13.2992
4744,13.3066
4745,13.2379
4746,13.3201
4747,13.2752
4748,13.2519
4749,13.1476
4750,13.1795
4751,13.2248
4752,13.243
4753,13.2659
4754,13.2456
4755,13.234
4756,13.1675
4757,13.1695
4758,13.2703
4759,13.22
4760,13.2019
4761,13.1349
4762,13.1273
4763,13.0837
4764,13.0841
4765,13.0549
4766,13.0313
4767,13.0991
4768,13.1324
4769,13.0345
4770,13.0179
4771,12.9642
4772,13.0604
4773,13.0453
4774,13.0788
4775,13.0493
4776,13.0986
4777,13.0603
4778,13.0413
4779,13.0448
4780,13.0908
4781,13.101
4782,13.1371
4783,13.1356
4784,13.1039
4785,13.0901
4786,12.9981
4787,13.0102
4788,13.0129
4789,12.9876
4790,12.9477
4791,12.9843
4792,12.9534
4793,12.9234
4794,12.8993
4795,12.9755
4796,12.9193
4797,12.8944
4798,12.9425
4799,12.9132
4800,12.8801
4801,12.8656
4802,12.8616
4803,12.8772
4804,12.866
4805,12.8462
4806,12.8609
4807,12.9108
4808,12.9447
4809,12.9527
4810,12.8868
4811,12.8981
4812,12.9912
4813,13.0486
4814,13.0306
4815,12.9815
4816,13.0164
4817,13.0323
4818,13.1007
4819,13.0672
4820,12.9885
4821,13.0124
4822,13.0056
4823,13.0218
4824,13.0174
4825,13.0323
4826,13.0002
4827,12.9712
4828,12.9605
4829,12.9673
4830,12.9829
4831,12.9768
4832,12.9949
4833,13.0006
4834,12.978
4835,13.0015
4836,12.985
4837,12.9755
4838,12.9611
4839,12.939
4840,12.9454
4841,12.9588
4842,12.9751
4843,12.9393
4844,12.9286
4845,12.9572
4846,12.9445
4847,12.9878
4848,13.0578
4849,13.1357
4850,13.2269
4851,13.1932
4852,13.1962
4853,13.2716
4854,13.258
4855,13.2551
4856,13.236
4857,13.1998
4858,13.159
4859,13.1113
4860,13.0717
4861,13.0748
4862,13.0505
4863,13.0532
4864,13.0814
4865,13.0963
4866,13.1328
4867,13.1383
4868,13.1059
4869,13.0811
4870,13.1109
4871,13.0763
4872,13.0833
4873,13.1299
4874,13.0892
4875,13.0959
4876,13.0788
4877,13.0813
4878,13.2162
4879,13.2144
4880,13.2144
4881,13.2644
4882,13.2223
4883,13.1762
4884,13.2402
4885,13.2369
4886,13.2566
4887,13.2768
4888,13.3015
4889,13.3848
4890,13.4541
4891,13.4891
4892,13.433
4893,13.4455
4894,13.4026
4895,13.4835
4896,13.4089
4897,13.4332
4898,13.4786
4899,13.3789
4900,13.4331
4901,13.4203
4902,13.4094
4903,13.5423
4904,13.5616
4905,13.5231
4906,13.5357
4907,13.4989
4908,13.5559
4909,13.5288
4910,13.5263
4911,13.5701
4912,13.4843
4913,13.4239
4914,13.4316
4915,13.4773
4916,13.5503
4917,13.5925
4918,13.607
4919,13.6173
4920,13.5573
4921,13.5528
4922,13.5874
4923,13.5613
4924,13.5995
4925,13.5348
4926,13.5445
4927,13.6146
4928,13.6115
4929,13.6152
4930,13.6374
4931,13.642
4932,13.7219
4933,13.7667
4934,13.8965
4935,13.9262
4936,14.076
4937,14.0918
4938,14.1165
4939,14.3045
4940,14.4042
4941,14.3674
4942,14.5181
4943,14.6648
4944,14.7853
4945,14.7499
4946,14.6028
4947,14.5562
4948,14.6378
4949,14.6359
4950,14.7008
4951,14.7429
4952,14.6955
4953,14.718
4954,14.7348
4955,14.7414
4956,14.829
4957,14.9469
4958,14.8479
4959,14.7936
4960,14.6274
4961,14.5804
4962,14.6398
4963,14.5559
4964,14.5644
4965,14.5821
4966,14.6223
4967,14.6524
4968,14.6484
4969,14.6983
4970,14.612
4971,14.6499
4972,14.5887
4973,14.5872
4974,14.6878
4975,14.8414
4976,14.9885
4977,14.7566
4978,14.8011
4979,14.7548
4980,14.9024
4981,14.8014
4982,14.9309
4983,15.1099
4984,14.9167
4985,14.8605
4986,14.8979
4987,14.8971
4988,14.9473
4989,14.9583
4990,15.0757
4991,15.0832
4992,14.9712
4993,14.9228
4994,14.9624
4995,14.9553
4996,14.9862
4997,14.9544
4998,15.0756
4999,15.1686
5000,15.4445
5001,15.4544
5002,15.5837
5003,15.4455
5004,15.4003
5005,15.4892
5006,15.4271
5007,15.4192
5008,15.296
5009,15.0317
5010,14.9644
5011,14.9347
5012,14.9524
5013,15.1056
5014,15.1542
5015,15.2427
5016,15.2647
5017,15.1206
5018,14.8003
5019,14.9039
5020,14.9072
5021,15.0554
5022,15.1706
5023,15.2947
5024,15.2339
5025,15.3891
5026,15.2455
5027,15.3128
5028,15.3973
5029,15.3837
5030,15.4518
5031,15.3539
5032,15.3834
5033,15.3213
5034,15.2225
5035,15.2043
5036,15.3714
5037,15.494
5038,15.3225
5039,15.2825
5040,15.3397
5041,15.1424
5042,15.2624
5043,15.3211
5044,15.2213
5045,15.1235
5046,15.0225
5047,15.12
5048,15.2008
5049,15.212
5050,15.2326
5051,15.2918
5052,15.2635
5053,15.3235
5054,15.3581
5055,15.3737
5056,15.3815
5057,15.4845
5058,15.4128
5059,15.4833
5060,15.5347
5061,15.6958
5062,15.6715
5063,15.5645
5064,15.4779
5065,15.4409
5066,15.4129
5067,15.4327
5068,15.4192
5069,15.4199
5070,15.2828
5071,15.3274
5072,15.3072
5073,15.4088
5074,15.4555
5075,15.4816
5076,15.5676
5077,15.6599
5078,15.6854
5079,15.7829
5080,15.6821
5081,15.6918
5082,15.753
5083,15.8281
5084,15.8174
5085,15.7856
5086,15.7329
5087,15.7404
5088,15.6728
5089,15.747
5090,15.8014
5091,15.9121
5092,15.9856
5093,15.9728
5094,16.095
5095,16.0988
5096,16.2364
5097,16.2681
5098,16.2638
5099,16.214
5100,16.4512
5101,16.0772
5102,16.1129
5103,16.1736
5104,16.3762
5105,16.3533
5106,16.1645
5107,16.1652
5108,16.3241
5109,16.2976
5110,16.3541
5111,16.3658
5112,16.3993
5113,16.4317
5114,16.4908
5115,16.7182
5116,16.9171
5117,17.0975
5118,16.9859
5119,17.1065
5120,16.8863
5121,16.7684
5122,16.7829
5123,16.8692
5124,16.9444
5125,16.7918
5126,16.8454
5127,16.988
5128,16.7979
5129,16.7773
5130,16.8103
5131,16.8261
5132,16.8168
5133,16.7716
5134,16.568
5135,16.539
5136,16.6865
5137,16.8713
5138,17.0453
5139,17.1149
5140,16.9595
5141,17.0073
5142,17.0771
5143,16.9053
5144,16.8566
5145,16.8162
5146,16.6941
5147,16.6878
5148,16.5762
5149,16.5464
5150,16.418
5151,16.4219
5152,16.5848
5153,16.5804
5154,16.425
5155,16.3959
5156,16.4899
5157,16.5618
5158,16.66
5159,16.5284
5160,16.5138
5161,16.4998
5162,16.5545
5163,16.4503
5164,16.6219
5165,16.5244
5166,16.4196
5167,16.5147
5168,16.5959
5169,16.8382
5170,16.87
5171,16.7658
5172,16.7173
5173,16.7406
5174,16.7395
5175,16.757
5176,16.7636
5177,16.5748
5178,16.512
5179,16.5306
5180,16.4705
5181,16.5548
5182,16.5492
5183,16.5784
5184,16.5856
5185,16.5104
5186,16.5933
5187,16.7095
5188,16.6757
5189,16.9044
5190,17.0164
5191,17.016
5192,17.075
5193,17.3592
5194,17.3776
5195,17.1529
5196,17.136
5197,17.1
5198,17.0139
5199,17.1034
5200,17.1847
5201,17.1953
5202,17.276
5203,17.271
5204,17.2065
5205,17.3398
5206,17.2487
5207,17.3529
5208,17.3456
5209,17.4411
5210,17.6568
5211,17.9283
5212,17.9304
5213,17.9119
5214,17.85
5215,17.9121
5216,18.2108
5217,18.2327
5218,18.1947
5219,18.608
5220,18.5084
5221,18.428
5222,18.5352
5223,18.4715
5224,18.453
5225,18.2906
5226,18.1935
5227,18.4902
5228,18.4537
5229,18.1891
5230,18.3748
5231,18.6959
5232,18.7818
5233,18.8089
5234,19.1754
5235,19.0392
5236,18.8471
5237,18.8148
5238,18.3895
5239,18.1439
5240,18.2762
5241,18.0568
5242,18.1948
5243,18.2893
5244,18.168
5245,18.1706
5246,18.102
5247,17.9432
5248,17.8561
5249,17.8971
5250,17.7723
5251,17.7526
5252,17.9044
5253,17.7523
5254,17.8601
5255,17.7002
5256,17.7691
5257,17.926
5258,17.9308
5259,17.4034
5260,17.2995
5261,17.3361
5262,17.5273
5263,17.461
5264,17.4015
5265,17.2509
5266,17.237
5267,17.3338
5268,17.4484
5269,17.7252
5270,17.7286
5271,17.893
5272,17.7391
5273,17.6452
5274,17.5719
5275,17.49
5276,17.388
5277,17.5669
5278,17.4598
5279,17.2825
5280,17.3078
5281,17.4202
5282,17.4359
5283,17.5866
5284,17.4298
5285,17.3993
5286,17.2125
5287,17.1767
5288,17.2279
5289,17.5234
5290,17.7358
5291,17.7866
5292,17.9204
5293,18.1033
5294,18.0205
5295,17.9549
5296,17.9915
5297,18.1562
5298,18.1795
5299,18.3217
5300,18.3761
5301,18.5465
5302,18.3826
5303,18.4444
5304,18.4694
5305,18.452
5306,18.4572
5307,18.4527
5308,18.4777
5309,18.4118
5310,18.5299
5311,18.6097
5312,18.6283
5313,18.5889
5314,18.5067
5315,18.1491
5316,18.2742
5317,18.5046
5318,18.7915
5319,18.9814
5320,18.8672
5321,18.9968
5322,18.8527
5323,18.6559
5324,18.6444
5325,18.5325
5326,18.3207
5327,18.8716
5328,19.1283
5329,18.9113
5330,18.555
5331,18.4646
5332,18.309
5333,18.3858
5334,18.7536
5335,18.8161
5336,18.8607
5337,18.5991
5338,18.4597
5339,18.3006
5340,18.3937
5341,18.3061
5342,18.492
5343,18.4879
5344,18.5719
5345,18.5729
5346,18.6022
5347,18.6089
5348,18.7569
5349,18.8114
5350,18.8602
5351,18.8979
5352,18.7837
5353,18.8504
5354,18.8966
5355,18.9117
5356,18.8612
5357,18.8691
5358,18.5716
5359,18.3842
5360,18.3479
5361,18.2678
5362,18.2455
5363,18.0363
5364,17.9869
5365,18.2598
5366,18.0832
5367,18.2674
5368,18.3023
5369,18.3202
5370,18.4971
5371,18.446
5372,18.283
5373,18.5773
5374,18.7953
5375,18.8611
5376,18.8523
5377,18.6589
5378,18.5581
5379,18.3524
5380,18.3689
5381,18.5427
5382,18.8451
5383,19.0646
5384,19.152
5385,19.2275
5386,19.2514
5387,19.6097
5388,19.777
5389,19.8394
5390,19.5965
5391,19.7211
5392,19.8322
5393,19.5044
5394,19.5002
5395,19.4086
5396,19.3776
5397,19.3211
5398,19.2138
5399,19.2554
5400,19.2433
5401,19.2994
5402,18.8786
5403,18.9531
5404,18.9622
5405,19.0399
5406,19.0046
5407,18.8723
5408,18.6726
5409,18.5894
5410,18.5945
5411,18.6481
5412,18.5658
5413,18.5147
5414,18.6485
5415,18.8443
5416,18.7304
5417,18.8887
5418,19.1306
5419,19.2014
5420,19.0792
5421,18.6192
5422,18.5089
5423,19.925
5424,20.4812
5425,21.0511
5426,20.8729
5427,20.349
5428,20.2884
5429,20.1898
5430,20.4193
5431,20.5205
5432,20.6901
5433,20.7051
5434,20.6475
5435,20.5521
5436,20.6225
5437,20.5155
5438,20.7488
5439,20.6149
5440,20.5927
5441,20.3863
5442,20.2967
5443,20.4162
